area_code,measure_a,measure_b
E02003481,70.9,47.98196969
E02003482,86.1,8.757975979
E02003483,81,10.54099367
E02003484,78.4,14.50412277
E02003485,82.3,21.2314815
E02003486,82.1,9.102736752
E02003487,84.7,18.96342932
E02003488,76.7,23.91503763
E02003489,83.8,13.31060555
E02003490,76.6,42.51821902
E02003491,85.7,14.38610233
E02003492,57,25.14541034
E02003493,86.7,7.692150211
E02003494,85.9,9.321644729
E02003495,87.1,19.41069403
E02003496,83.8,23.83106183
E02003497,86.2,5.459012081
E02003498,73,37.86224672
E02003499,75.2,39.36191858
E02003500,83.1,7.101027279
E02003501,83.3,9.208614717
E02003502,84.5,27.4628601
E02003503,83.9,22.44756438
E02003504,78.1,15.10888455
E02003505,72.4,14.70578603
E02003506,82.1,14.55469502
E02003507,86.3,18.25574375
E02003508,77.4,12.41593367
E02003509,76.2,19.90284461
E02003510,77.1,13.2730839
E02003511,81.4,16.53615618
E02003512,76.5,16.14253068
E02003513,82.7,17.63500567
E02003514,72.8,16.31968017
E02003515,76.7,59.08174852
E02003516,71.8,17.98572598
E02003517,61.4,29.98094961
E02003518,73.8,18.80553352
E02003519,64.5,22.09003843
E02003520,67.2,39.92108493
E02003521,76.1,31.19783192
E02003522,72.6,26.12521566
E02003523,86.4,9.602111531
E02003524,81.3,46.09512462
E02003525,79.3,42.36626026
E02003526,91.6,8.002304103
E02003527,84.4,26.14983799
E02003529,88.4,15.86608398
E02003530,84.3,24.02238971
E02003531,87.9,15.38347755
E02003532,80.8,26.52060124
E02003533,82.1,35.3434067
E02003534,81.2,22.18814317
E02003535,79.7,26.87671733
E02003536,75.6,57.72706998
E02003537,85.2,21.90763064
E02003538,73.6,34.20564634
E02003539,74.4,44.42293298
E02003540,83.8,22.55299723
E02003541,69,40.95470539
E02003542,78,17.07942826
E02003543,71.5,20.20180058
E02003544,81.6,20.31760043
E02003545,71.9,23.16752748
E02003546,82,17.8675872
E02003547,69.9,17.1468197
E02003548,79.1,20.614
E02003549,73.1,12.96168717
E02003550,83.2,21.81948361
E02003551,68.4,30.92348928
E02003552,81.1,36.35089274
E02003553,62,26.51485018
E02003554,81.9,15.65719101
E02003555,80.3,32.98834894
E02003556,85,18.15123249
E02003557,76.7,8.089929234
E02003558,72.2,34.61060698
E02003559,83.7,12.39603755
E02003560,77.8,47.63836218
E02003561,68,24.71179461
E02003562,79.5,16.99662241
E02003563,78.5,29.84555369
E02003564,82.8,26.68189424
E02003565,64.6,19.75426807
E02003566,82,29.30660304
E02003567,78.6,32.49883231
E02003568,71.5,18.43113144
E02003569,69.9,28.6052264
E02003570,55.6,41.6206299
E02003571,59.5,20.70620891
E02003572,84.6,21.26368462
E02003573,78.7,37.53640994
E02003574,85.8,21.44470683
E02003575,76.7,42.08256387
E02003576,80.3,30.9901594
E02003577,61.4,26.47381614
E02003578,84.1,22.08398177
E02003579,80.5,24.4181203
E02003580,76.4,49.39487215
E02003581,83.9,19.94805223
E02003582,88.9,12.21249037
E02003583,87.4,23.6822951
E02003584,81.1,34.6393747
E02003585,89.2,12.90113779
E02003586,84.8,24.1835072
E02003587,81.4,30.30468495
E02003588,83.7,33.44558873
E02003589,82.5,29.5976629
E02003590,91.2,11.28721495
E02003591,86.4,19.50748694
E02003592,90,20.37555794
E02003593,90,18.22699208
E02003594,84.7,28.7988895
E02003595,88.8,18.14236142
E02003596,84.4,28.50168927
E02003597,86.8,22.24498391
E02003598,82.6,29.19862782
E02003599,87.2,13.86819455
E02003600,86.6,13.21723711
E02003601,89.8,9.779815622
E02003602,89.9,13.99139323
E02003603,87.9,14.68260632
E02003604,88.6,10.44404096
E02003605,76.4,7.711942167
E02003606,89.4,10.29915631
E02003607,88.3,11.09201308
E02003608,88.7,8.998269684
E02003609,88.9,10.01575316
E02003610,89.1,5.892847796
E02003611,90.4,5.937206707
E02003612,89,6.246912707
E02003613,87,12.77001476
E02003614,89.8,5.770735047
E02003615,89.8,6.658015763
E02003616,90.4,10.13334814
E02003617,88.6,12.11281977
E02003618,87.5,10.21094272
E02003619,86.1,13.52078666
E02003620,84.6,13.7113965
E02003621,86.8,10.97299962
E02003622,75.6,25.05225561
E02003623,87.4,7.029689333
E02003624,76.5,17.7538498
E02003625,69.7,31.30693733
E02003626,81.9,16.70705718
E02003627,68.9,27.11325089
E02003628,67.7,28.0543209
E02003629,70.6,28.89837115
E02003630,65.7,31.15787348
E02003631,79.4,23.59124264
E02003632,77.8,19.15369033
E02003633,78.2,18.82105879
E02003634,83.6,14.05408893
E02003635,87.5,13.14277981
E02003636,88.1,9.480958166
E02003637,85.8,13.36883213
E02003638,88.7,10.08038547
E02003639,84.1,19.09080096
E02003640,86.7,8.451991823
E02003641,90.5,6.452432251
E02003642,72.9,28.74823681
E02003643,86.9,9.703212947
E02003644,77.8,20.35596616
E02003645,80.4,9.968065682
E02003646,79.9,20.27354169
E02003647,77.8,19.0205794
E02003648,74.9,25.25509405
E02003649,84.2,7.07810821
E02003650,89.3,13.43485958
E02003651,86.8,14.93108293
E02003652,83.6,9.873906501
E02003653,76.9,10.68039991
E02003654,91,7.072284495
E02003655,89.2,10.91554768
E02003656,89.8,8.611284124
E02003657,89.8,9.645456713
E02003658,89.6,7.802313332
E02003659,88.3,10.08410042
E02003660,90.4,7.244290773
E02003661,89.7,12.45393091
E02003662,81.7,14.34496333
E02003663,82,19.46498776
E02003664,78.2,22.9182186
E02003665,82.1,12.37916078
E02003666,76.5,20.98656769
E02003667,86.1,10.15643677
E02003668,90.2,4.341378798
E02003669,76.9,24.86116549
E02003670,85,9.438426173
E02003671,81.6,16.46171108
E02003672,90.7,6.518350466
E02003673,92.2,6.543651889
E02003674,92.9,7.03358058
E02003675,89.2,5.358518149
E02003676,90.4,8.98894657
E02003677,84.4,14.1742828
E02003678,89.1,6.371046817
E02003679,82.7,13.51997084
E02003680,91.3,4.517133442
E02003681,88.8,5.383706073
E02003682,89,5.983421979
E02003683,89.6,5.836287803
E02003685,89.7,2.917472174
E02003686,89.6,4.403105286
E02003687,87.2,5.974286036
E02003688,86.5,5.633421219
E02003689,83.5,7.37442778
E02003690,83.3,12.88630114
E02003691,88.1,7.972883157
E02003692,86.1,9.886092917
E02003693,89.2,8.512715619
E02003694,86.3,13.94019963
E02003695,84.7,11.44767578
E02003696,90,8.655695452
E02003697,91.6,6.520605503
E02003698,92.1,3.055802668
E02003699,88.9,9.428596763
E02003701,82.8,11.1310574
E02003702,90.7,11.95067553
E02003703,78.5,11.81163934
E02003704,91,3.338803672
E02003705,73.1,16.83111809
E02003706,78.8,14.51710956
E02003707,77.4,13.30272179
E02003708,68,24.61223053
E02003709,77,21.80938389
E02003710,76,12.87755812
E02003711,81.5,13.81782818
E02003712,85,15.85606613
E02003713,90.8,7.213968465
E02003714,85.9,8.94946218
E02003715,89.6,5.168564504
E02003716,90.4,5.763067282
E02003717,88.8,5.549794755
E02003718,86.5,6.869608929
E02003719,71.2,26.21109121
E02003720,67.7,19.7065706
E02003721,67.6,20.32185136
E02003722,71.7,10.6428198
E02003723,60,8.726994348
E02003724,71.5,27.37549068
E02003725,61.6,9.544119446
E02003726,58.4,12.08523032
E02003727,71.4,13.78383666
E02003728,70.5,13.56893087
E02003729,79.9,12.39636629
E02003730,71.8,14.46282923
E02003731,75.6,7.390424624
E02003732,86.3,17.59863218
E02003733,91.5,11.27735117
E02003734,89.5,10.40123281
E02003735,86.6,8.911956981
E02003736,93.1,10.52232194
E02003737,66.2,13.45869814
E02003738,90.2,11.19207587
E02003739,91.3,8.159379798
E02003740,91.3,11.01104945
E02003742,87.7,28.47614662
E02003743,64.8,36.52619473
E02003744,68.4,33.43827522
E02003745,86.9,30.20176154
E02003746,85.6,23.94195196
E02003747,88.1,18.88084233
E02003748,85.7,25.92080628
E02003749,89.5,18.15035059
E02003750,90.1,21.48273365
E02003751,89.9,14.55034715
E02003752,86.4,19.76276204
E02003753,85.4,14.24680048
E02003754,89,11.40067287
E02003755,88.7,19.23433627
E02003756,89.5,10.738494
E02003757,90,11.39330562
E02003758,89.5,10.74546884
E02003759,90.6,5.160387748
E02003760,70.8,28.70771036
E02003761,84.9,14.34512595
E02003762,89.1,7.7296543
E02003763,85.8,11.61014993
E02003764,79.1,13.70318564
E02003765,83.8,10.45741243
E02003766,88.2,10.31997078
E02003767,90.2,12.6553409
E02003768,90.7,7.778222813
E02003769,89.6,9.052772103
E02003770,88,11.02687336
E02003771,85.5,13.54076617
E02003772,89.6,6.575674963
E02003773,87.3,14.40704167
E02003774,87.7,17.56616144
E02003775,90.5,8.047287571
E02003776,87.1,8.848948558
E02003777,88.4,5.187778194
E02003778,88.2,8.780167883
E02003779,85.8,9.77431309
E02003780,83.8,9.131667401
E02003781,84.9,12.00377781
E02003783,82.2,6.767472641
E02003784,89.9,7.089033623
E02003785,86.2,9.837205616
E02003786,87.6,5.264766434
E02003787,91.1,9.338996302
E02003788,88.6,6.012943558
E02003789,86.5,9.472463736
E02003790,91.4,8.558783344
E02003791,88.3,7.328856031
E02003792,90.5,9.538771488
E02003793,89.5,12.82782321
E02003794,87.8,16.02080057
E02003795,90.6,13.32354154
E02003796,88.4,19.13736348
E02003797,87.8,7.959817835
E02003798,78.7,40.11922025
E02003799,80.7,38.10690347
E02003800,92.4,4.523915411
E02003801,88.4,11.77113808
E02003802,76.8,22.68948369
E02003803,70.4,17.33235994
E02003804,84.3,13.88749756
E02003805,91.6,5.875787087
E02003806,89.7,7.846152345
E02003807,87.6,10.12236849
E02003808,82.6,29.81553601
E02003809,89.4,13.02863423
E02003810,90.2,12.65650018
E02003811,92.2,10.22675029
E02003812,91.2,4.971481329
E02003813,92.4,13.66376811
E02003814,89,14.80148946
E02003815,86.4,28.16457648
E02003816,87.9,19.77051199
E02003817,92.2,7.272720114
E02003818,92.7,4.851617141
E02003819,92.6,8.886863325
E02003820,90.9,9.82961738
E02003821,89.3,15.51305282
E02003822,91.6,12.75815738
E02003823,90.9,13.061242
E02003824,90.5,6.825741787
E02003825,88.7,8.085790394
E02003826,80,35.85416068
E02003827,71.5,36.83533541
E02003828,74.4,32.16457764
E02003829,80.4,10.77425723
E02003830,68.9,33.30193934
E02003831,91.8,8.631152331
E02003832,62.8,27.52227028
E02003833,86.7,17.39620351
E02003834,71.3,27.66408919
E02003835,92.6,4.222875064
E02003836,88.5,16.19414255
E02003837,90.3,11.21115925
E02003838,90.6,8.733352235
E02003839,89.4,15.89340212
E02003840,92,14.51206127
E02003841,90,17.23533008
E02003842,92.2,8.818952256
E02003843,85.9,28.29637369
E02003844,91.3,9.904890222
E02003845,75.6,44.94545658
E02003846,80.7,35.9187126
E02003847,91.1,6.815484115
E02003848,82.1,32.60778897
E02003849,77.7,41.55999418
E02003850,88.2,15.87339299
E02003851,89.6,10.13031964
E02003852,91,6.754887133
E02003853,89.8,9.036554017
E02003854,90.5,9.576371303
E02003855,92.2,5.821922453
E02003856,83.5,18.90278415
E02003857,82,10.65382987
E02003858,84.9,4.265103852
E02003859,88.8,13.47366551
E02003860,89.4,3.069058775
E02003861,87.3,15.64744191
E02003862,89.5,5.00257055
E02003863,91.9,5.877499705
E02003864,88.3,5.292795373
E02003865,88.6,8.410059982
E02003866,89.5,3.521437286
E02003867,88.9,11.22629039
E02003868,86.5,20.36080802
E02003869,89.9,9.468521283
E02003870,83.8,18.56470511
E02003871,86.6,24.47913086
E02003872,91.8,10.74237783
E02003873,83.4,30.29621048
E02003874,89.4,12.26422365
E02003875,91.5,9.685705639
E02003876,87.5,15.2239213
E02003877,91.1,7.46686889
E02003878,90.1,13.29512277
E02003879,85.1,24.19310287
E02003880,89.1,19.68846952
E02003881,84.8,22.40776612
E02003882,85.9,25.49658297
E02003883,91,4.828634863
E02003884,91.8,8.363429069
E02003885,91,8.643124293
E02003886,84.8,29.07835709
E02003887,87.9,15.88292054
E02003888,84.9,32.89312426
E02003889,84.1,41.03429622
E02003890,86.9,26.86275475
E02003891,92.3,8.480191048
E02003892,90.2,19.50828666
E02003893,90.7,23.43243858
E02003894,88.9,21.32926306
E02003895,88.6,23.148236
E02003896,85.3,33.36683869
E02003897,92.8,11.15817157
E02003898,90.3,19.75789666
E02003899,90.4,20.62827421
E02003900,90.3,15.99323924
E02003901,90.5,28.7574176
E02003902,88.7,22.03582536
E02003903,88.5,19.78920944
E02003904,92.2,20.67002128
E02003905,88,21.44104505
E02003906,88.4,21.91455588
E02003907,88.7,19.0363162
E02003908,85.6,18.59260612
E02003909,87.3,16.70945909
E02003910,85.3,18.659429
E02003911,90.7,16.11248674
E02003912,90.8,17.53267808
E02003913,89.9,16.31100714
E02003914,82.4,20.69221937
E02003915,80.4,29.38985135
E02003916,84,12.3251684
E02003917,88.7,13.19832096
E02003918,88,22.50280142
E02003919,83.9,36.31638431
E02003920,85.3,19.2238553
E02003921,88.3,22.38258645
E02003922,83.7,30.84951564
E02003923,82.6,37.25913087
E02003924,85.9,36.52465096
E02003925,74.6,34.59047843
E02003926,87.8,21.34392357
E02003927,85.4,15.21394949
E02003928,89.1,15.86901741
E02003929,88.3,24.02894388
E02003930,90.5,20.48683514
E02003931,88.4,21.5544784
E02003932,89.1,25.6680022
E02003933,87.9,23.23741754
E02003934,87.2,28.07008862
E02003935,81.6,22.91616281
E02003936,89.9,23.33677089
E02003937,89.1,21.68145469
E02003938,86.9,21.43961892
E02003939,89.9,14.65745638
E02003940,90.9,22.62909257
E02003941,83.5,24.2663514
E02003942,83.5,33.6376321
E02003943,84,23.42279806
E02003944,86.3,23.41927789
E02003945,89.3,17.69769246
E02003946,87.3,23.75936366
E02003947,86.6,26.73767537
E02003948,85.8,34.42195827
E02003949,81.2,38.36771596
E02003950,86,24.18685307
E02003951,85.8,27.58448148
E02003952,84.4,21.7124533
E02003953,86.1,21.06680952
E02003954,78.2,27.20860762
E02003955,81.1,21.35241708
E02003956,82.9,31.58773623
E02003957,86.2,26.80318195
E02003958,87.7,27.47994625
E02003959,86.2,25.02890501
E02003960,90.6,17.11766535
E02003961,89.7,13.11794044
E02003962,87.7,24.49601612
E02003963,85.9,33.45247839
E02003964,91.8,18.7666898
E02003965,92,20.73251391
E02003966,92.4,18.33487951
E02003967,91.3,22.40508308
E02003968,92.2,20.53603167
E02003969,87.9,39.75833338
E02003970,92.3,13.15994185
E02003971,92.8,12.2275754
E02003972,88.5,21.84754217
E02003973,84.5,47.957911
E02003974,89.3,29.34727567
E02003975,91.6,15.72501611
E02003976,88.3,11.2177826
E02003977,90,17.90891954
E02003978,89.6,19.54406988
E02003979,92.4,11.05608414
E02003980,81,51.46202357
E02003981,86.9,21.45819287
E02003982,89.2,18.87730005
E02003983,80.8,45.58286128
E02003984,73.1,64.54167308
E02003985,86.1,27.04578436
E02003986,84.6,34.30746506
E02003987,79.1,27.418058
E02003988,89.7,18.03068491
E02003989,90.7,12.62968707
E02003990,90.8,8.076652358
E02003991,92.6,10.41159738
E02003992,78.3,24.89496398
E02003993,92.5,9.879994402
E02003994,83.4,29.04274549
E02003995,84.7,37.47045895
E02003996,80.5,26.70840045
E02003997,80.5,38.27691245
E02003998,83.7,30.9866458
E02003999,91.2,11.7490604
E02004000,89.1,26.9051673
E02004001,86.4,32.17970555
E02004002,91.3,15.70293043
E02004003,89,27.99692445
E02004004,87.5,38.68091873
E02004005,90.1,22.75374072
E02004006,92.1,12.22661657
E02004007,87.8,25.98932925
E02004008,89.8,18.21333344
E02004009,93.2,15.13741378
E02004010,85,21.60020489
E02004011,91.4,9.247822275
E02004012,90.3,16.65911807
E02004013,92.5,15.07432519
E02004014,92,20.98159234
E02004015,78.8,12.0073155
E02004016,81.9,11.70394795
E02004017,87.5,14.88687313
E02004018,83.9,20.71495979
E02004019,91.9,10.24658858
E02004020,91,7.920664167
E02004021,89.7,17.1483747
E02004022,89.9,12.84636117
E02004023,87.6,13.09790762
E02004024,91.3,8.692821138
E02004025,91.1,8.469560678
E02004026,87.1,18.37986636
E02004027,91.9,10.067938
E02004028,92.2,9.651214481
E02004029,84.6,27.1542007
E02004030,92.9,12.20930776
E02004031,82,40.66512341
E02004032,91.6,12.67155326
E02004033,88.2,19.71704301
E02004034,92.7,11.65431185
E02004035,92.4,12.7223847
E02004036,88.9,23.86689297
E02004037,92.9,7.634239066
E02004038,91.1,15.86853793
E02004039,92.6,10.65118392
E02004040,88.4,16.67016379
E02004041,87.7,17.66742942
E02004043,91.5,14.80379309
E02004044,91.9,6.485434532
E02004045,92.3,14.10421864
E02004046,89.3,22.77288486
E02004047,84,35.64174563
E02004048,84.1,36.47197759
E02004049,89.1,19.33924646
E02004050,81.5,32.25577005
E02004051,77.4,31.60239406
E02004052,88.6,19.15183134
E02004053,85.1,25.08044919
E02004054,88.1,19.29180034
E02004055,86.9,23.32617382
E02004056,85.6,40.02413032
E02004057,87.6,27.85997735
E02004058,85.8,33.3378331
E02004059,91.8,19.69440988
E02004060,89.1,28.44457584
E02004061,88.4,27.45798472
E02004062,90.5,24.42259202
E02004063,91.6,11.46352824
E02004064,80,28.51101088
E02004065,93.8,5.379474259
E02004066,89.1,16.99937482
E02004067,82.5,44.65539832
E02004068,94,6.856736265
E02004069,92.8,6.137827142
E02004070,91.7,13.39647531
E02004071,90.2,11.08036223
E02004072,92,9.273044776
E02004073,87.5,18.78691742
E02004074,90.3,12.55290247
E02004075,92,13.60940786
E02004076,89,12.43272587
E02004077,89.1,13.11123832
E02004078,81.9,44.81542907
E02004080,84.8,29.52950265
E02004081,92.1,10.12934765
E02004082,92.7,7.084804441
E02004083,86.6,18.75171912
E02004084,86.6,31.95641975
E02004085,87,16.13681827
E02004086,90,10.78741465
E02004087,83.5,22.40303089
E02004088,91.5,6.219804561
E02004089,79.3,29.67221474
E02004090,89.4,11.72197329
E02004091,88.6,12.28876487
E02004092,87.3,17.00640638
E02004093,87.5,16.52961101
E02004094,84.1,29.5754142
E02004095,89,19.01848125
E02004096,91.7,6.330847729
E02004097,90.4,10.31007947
E02004098,89.5,18.87966142
E02004100,91.5,8.41981411
E02004102,84.5,19.71375833
E02004103,86.1,25.58108051
E02004104,91.2,8.382774
E02004105,90.2,13.99089297
E02004106,92.3,9.260082635
E02004108,89.9,17.32869467
E02004109,92.5,6.874277482
E02004110,94.2,5.543881251
E02004111,90.5,19.81162392
E02004112,93.6,8.156014779
E02004113,86.7,37.98335203
E02004114,92.8,11.41729144
E02004115,90.6,16.97526189
E02004116,86.9,30.85390731
E02004117,89.8,20.947299
E02004118,89.8,13.91451715
E02004119,91.4,6.969578422
E02004120,87.9,12.403676
E02004121,90.6,8.713809308
E02004122,89.6,6.732137548
E02004123,93.2,8.811337595
E02004124,88.1,21.61998591
E02004125,87.6,22.39376229
E02004126,88.8,20.76732389
E02004128,90.2,15.68225798
E02004129,91,17.26071282
E02004130,90.2,18.50726385
E02004131,91.4,9.311594439
E02004132,92,11.52684904
E02004133,88.4,16.46010196
E02004134,89.2,14.82027999
E02004135,91.6,11.96246439
E02004136,92.7,8.116638298
E02004137,91,11.4646979
E02004138,91.7,12.94196489
E02004139,91.8,13.03243462
E02004140,90.5,6.882976222
E02004141,91.5,10.01197653
E02004142,90.3,8.751390233
E02004143,92.6,8.255829916
E02004144,91.5,8.248801069
E02004145,92.6,8.907580887
E02004146,88.8,16.74489697
E02004147,82.9,21.57547737
E02004148,91,17.18639894
E02004149,70.2,4.23418655
E02004150,82.4,22.67673798
E02004151,87.2,17.31421416
E02004152,70.1,14.68023807
E02004153,85.1,17.34193866
E02004154,81.1,12.67165239
E02004155,87.5,22.1209788
E02004156,69.9,27.51400967
E02004157,84.7,9.265751855
E02004158,82.5,20.06454204
E02004159,89,8.306472788
E02004160,90.4,13.93609548
E02004161,82.6,28.28623094
E02004162,87.6,13.161414
E02004163,90.5,14.22165419
E02004164,91.4,19.80490197
E02004165,91.5,10.4336223
E02004166,91,12.91683358
E02004167,83.2,24.13973918
E02004168,85,27.90221373
E02004169,90.7,12.57418652
E02004170,86,13.37056597
E02004171,90.9,14.03772304
E02004172,91.2,20.84733678
E02004173,90.7,18.97309278
E02004174,87.5,14.74916065
E02004175,84,36.70261153
E02004176,86.9,21.89159725
E02004177,87.1,26.95836599
E02004178,88.8,10.75034051
E02004179,90.5,9.786030167
E02004180,89.9,17.5228807
E02004181,85,20.03729707
E02004182,79.4,34.88212212
E02004183,86.8,18.5786874
E02004184,85.3,23.53534976
E02004185,92.2,13.1791999
E02004186,89.4,14.89898171
E02004187,88.9,21.42232726
E02004188,90.3,23.59561649
E02004189,89.4,11.21766402
E02004190,88.8,17.68167245
E02004191,79.9,19.22964105
E02004192,89.7,13.01945097
E02004193,91.4,8.069288658
E02004194,84.2,16.38252253
E02004195,88.3,14.36405526
E02004196,91.1,12.61484352
E02004197,92.1,9.080553065
E02004198,88.9,16.123778
E02004199,91.4,16.56474598
E02004200,91.3,12.79109944
E02004201,91,16.3468904
E02004202,91.5,10.93967369
E02004203,89.2,14.20077275
E02004204,91.4,11.70413948
E02004205,91.7,20.29336404
E02004206,89.9,20.99021712
E02004207,90.4,12.78621637
E02004208,90.8,8.724268641
E02004209,89.8,14.46822477
E02004210,87.1,29.65883867
E02004211,92.7,8.943923681
E02004212,88.7,14.33798301
E02004213,87.4,15.11793333
E02004214,83.4,26.85798634
E02004215,87.6,22.55949488
E02004216,88.4,17.32095302
E02004217,83.1,18.85145403
E02004218,90.8,13.02219641
E02004219,91,8.611271656
E02004220,90.1,22.05429231
E02004221,91.4,16.06189632
E02004222,85.7,28.88078301
E02004223,87.1,24.90718314
E02004224,90.8,21.73403621
E02004225,88.2,16.66163295
E02004226,91.5,22.69090484
E02004227,89,26.59053384
E02004228,89.2,26.06936806
E02004229,90,21.46291792
E02004230,87,18.23569851
E02004231,88.2,20.40988513
E02004232,89.4,21.74958532
E02004233,90.3,14.64159787
E02004234,91.5,16.27097038
E02004235,91.5,15.72296229
E02004236,89.4,10.73152204
E02004237,87.6,10.73693992
E02004238,90.9,8.867141699
E02004239,91.9,6.516734784
E02004240,84,30.67404086
E02004241,86,13.35144371
E02004242,90.7,7.351345745
E02004243,91,12.81199752
E02004244,91.6,5.861181536
E02004245,90,10.67199754
E02004246,91,9.432724275
E02004247,90.2,15.80008116
E02004248,92,10.74541011
E02004249,91.5,5.035405553
E02004250,89.5,17.55218602
E02004251,90.4,8.250428749
E02004252,87.8,13.56260585
E02004253,91.7,5.380108479
E02004254,90.6,5.404145765
E02004255,88,13.35641943
E02004256,89.4,10.82035874
E02004257,86.3,16.08021528
E02004258,89.1,15.04351986
E02004259,85.2,18.86432087
E02004260,87.9,14.8412201
E02004261,88.4,15.35029156
E02004262,87.6,16.59306738
E02004263,89.5,12.35512244
E02004264,88.1,14.39969842
E02004265,90.7,16.13238557
E02004266,88.9,16.02714951
E02004267,90.4,15.72660051
E02004268,88.7,14.12508799
E02004269,88.7,14.20023106
E02004270,90.9,14.56367226
E02004271,90.4,19.3351834
E02004272,91.8,14.80123807
E02004273,88.8,14.08728529
E02004274,90.1,19.23289164
E02004275,90.8,18.67684285
E02004276,90,19.46565015
E02004277,88.8,16.74292253
E02004278,91.6,10.23794301
E02004279,91.4,12.62302661
E02004280,91.5,15.71948967
E02004281,86.9,30.92772182
E02004282,92.2,8.607439788
E02004283,89.3,22.76975799
E02004284,82.8,42.17963493
E02004285,87.7,26.49447257
E02004286,88.3,18.64057282
E02004287,89.6,17.84947798
E02004288,82,39.23777819
E02004289,90.1,20.54997719
E02004290,92,12.68454456
E02004291,86.6,31.94898497
E02004292,91.9,14.07111624
E02004293,87,35.9796153
E02004294,92.3,8.063636622
E02004295,89.8,18.43089981
E02004296,86.9,25.26710734
E02004297,90.7,14.77740015
E02004298,89.7,15.31139834
E02004299,87.8,25.5160325
E02004300,85.6,33.45215934
E02004301,83.7,40.23816278
E02004302,81.5,38.61199433
E02004303,87.5,22.29489197
E02004304,86.5,25.74111899
E02004305,86.2,25.54002614
E02004306,90.1,15.54794329
E02004307,88.7,22.66755508
E02004308,89.5,8.511861149
E02004309,85.1,13.93449345
E02004310,88.7,25.97295682
E02004311,87.6,23.78896384
E02004312,91.8,9.120570332
E02004313,74,32.32600823
E02004314,65.3,12.10041153
E02004315,79.4,5.832312808
E02004316,86.5,26.45898799
E02004317,88.6,29.21848538
E02004318,85.2,19.2582681
E02004319,90.2,21.17356665
E02004320,89.8,14.91627273
E02004321,84.5,30.00286943
E02004322,84.3,47.96075531
E02004323,87.1,25.4044137
E02004324,85.5,33.40087573
E02004325,81.5,56.22475814
E02004326,85.3,41.17675057
E02004327,83.1,51.14044042
E02004328,84.8,35.70252085
E02004329,88.6,28.11387776
E02004330,87.4,43.16296512
E02004331,86.7,38.75789243
E02004332,88.3,29.37182795
E02004333,90.7,19.18976843
E02004334,87.2,29.78232892
E02004335,85.1,41.78532123
E02004336,86.8,35.16864162
E02004337,88.5,26.73273624
E02004338,86.5,31.04998993
E02004339,92.8,9.687365775
E02004340,83.7,42.95698437
E02004341,90.8,13.55934597
E02004342,78.5,50.34670351
E02004343,87.3,28.13179502
E02004344,87.8,27.4793389
E02004345,90.7,20.52972045
E02004346,93,18.11181157
E02004347,88.8,14.29742586
E02004348,92,18.80478959
E02004349,83.7,36.24104376
E02004350,89.1,23.66412356
E02004351,83.7,45.80470844
E02004352,84.7,38.92191838
E02004353,90.3,19.33809274
E02004354,87.8,26.7154912
E02004355,83.2,48.83680284
E02004356,84.2,32.01576054
E02004357,83.2,29.45026413
E02004358,85.6,28.09367749
E02004359,86.2,25.11280982
E02004361,85.9,13.18593048
E02004362,84.6,18.0574292
E02004363,83.8,17.57686782
E02004364,87.2,13.77444574
E02004365,67.7,36.90746509
E02004366,73.5,22.9981631
E02004367,86.3,10.29555622
E02004368,85,17.47781385
E02004369,89.5,16.46009357
E02004370,79.7,49.5955989
E02004371,82.6,32.85353346
E02004372,75.7,53.15848665
E02004373,83.8,26.70292432
E02004374,82.5,27.10472568
E02004375,78.8,34.0877879
E02004376,72.8,46.48707227
E02004377,83.8,28.22766181
E02004378,71.3,54.31757724
E02004379,89.8,12.72492542
E02004380,89.5,9.341777515
E02004381,85.7,15.82383036
E02004382,89.9,15.68854115
E02004383,82.4,9.366769793
E02004384,87.3,12.02399106
E02004385,88.4,18.48031994
E02004386,85.2,22.69190565
E02004387,80,31.06696218
E02004388,85.7,23.80835325
E02004389,92,9.770581893
E02004390,90.8,13.94389213
E02004391,88.3,17.94556232
E02004392,89.1,13.19146627
E02004393,89.3,22.64428485
E02004394,88.6,16.53270869
E02004395,87.5,25.12570334
E02004396,87.9,16.43235084
E02004397,87.3,15.38500096
E02004398,81.7,35.64640724
E02004399,88.2,19.90597192
E02004400,91.5,11.6372556
E02004401,91.7,12.66345593
E02004402,82.8,28.78323292
E02004403,72.3,11.26372307
E02004404,89.3,9.04897684
E02004405,90.1,6.023790952
E02004406,91.9,6.945594184
E02004407,89,7.839876158
E02004408,87.7,11.3012668
E02004409,87.6,13.3150038
E02004410,88.5,11.58041798
E02004411,89.5,11.76687197
E02004412,88.3,8.14017136
E02004413,88.4,13.92304058
E02004414,90,7.848275621
E02004415,88.2,13.08525997
E02004416,85.8,15.97856527
E02004417,89.4,12.71459394
E02004418,88.6,17.70386012
E02004419,84.8,30.55091729
E02004420,84.3,15.41225431
E02004421,88.7,15.38794265
E02004422,89.1,11.65111623
E02004423,90.7,9.530759497
E02004424,90.3,5.00881263
E02004425,88.1,8.467646594
E02004426,86.9,7.310072282
E02004427,88.9,7.962614675
E02004428,86.5,17.10192057
E02004429,87.1,12.7871441
E02004430,87,8.454715494
E02004431,84.4,15.27881642
E02004432,82.3,15.0662712
E02004433,82.6,21.88557448
E02004434,79.1,31.74940697
E02004435,78.4,27.36841357
E02004436,73.5,50.4868164
E02004437,82.1,27.49154912
