area_code,measure_a,measure_b
E02001735,75,63.49815301
E02001736,57.5,55.19519228
E02001737,75.2,63.03279653
E02001738,94.5,4.927479199
E02001739,88.9,24.57851497
E02001740,93.8,4.17714489
E02001741,91.1,11.36407244
E02001742,93.5,7.681475915
E02001743,88.9,19.35446193
E02001744,89.7,18.05062838
E02001745,89.1,19.62618943
E02001746,89.8,15.45898151
E02001747,93.1,9.396215161
E02001748,88.1,21.74696261
E02001749,90,14.88870083
E02001750,91.9,10.32296749
E02001751,88.8,19.08794181
E02001752,84.1,32.50322727
E02001753,89.6,15.53370645
E02001754,91,9.241096818
E02001755,89.8,14.84887335
E02001756,84.2,28.92020411
E02001757,89.8,22.35335238
E02001758,87.7,20.50714725
E02001759,86.3,25.72273709
E02001760,80.1,47.56645702
E02001761,88.2,21.69039628
E02001762,89.7,15.42687195
E02001763,84.9,34.73661257
E02001764,80.6,51.05470649
E02001765,81.4,37.73854894
E02001766,78.8,35.56701357
E02001767,84.9,33.50890523
E02001768,78.1,35.08307498
E02001769,64.1,51.84913916
E02001770,75.6,18.67013632
E02001771,84.4,31.57505572
E02001772,81.6,26.48884727
E02001773,89,11.69315626
E02001774,80.8,44.42674977
E02001775,82.8,34.64227782
E02001776,85,32.54346911
E02001777,87.6,22.27596515
E02001778,79.9,39.10737521
E02001779,81,46.21295432
E02001780,84.6,29.63006823
E02001781,80.6,45.68761235
E02001782,84.8,33.62731395
E02001783,76.9,46.75872278
E02001784,83.1,32.3258372
E02001785,87.8,21.21665172
E02001786,82.8,37.13820916
E02001787,86.6,28.06052581
E02001788,87.1,27.80400886
E02001789,93.7,5.741191848
E02001790,90.2,13.85843478
E02001791,93.6,7.404115986
E02001792,92.8,11.76197293
E02001793,82.9,49.76336176
E02001794,84.3,47.1435386
E02001795,84.3,45.52842636
E02001796,76.6,21.65148227
E02001797,90.1,15.52019933
E02001798,84.4,34.11237634
E02001799,80.2,41.29442535
E02001800,88.1,23.4639475
E02001801,65.8,31.89611146
E02001802,81.5,50.395477
E02001803,59.3,35.63880763
E02001804,86,32.05002744
E02001805,87.6,22.48011043
E02001806,73.8,63.00975995
E02001807,86,27.15763
E02001808,76.1,21.17739665
E02001809,88.6,22.02728094
E02001810,87.3,22.27198894
E02001811,84.2,39.48871015
E02001812,89.7,12.547276
E02001813,82.8,47.06562519
E02001814,86.4,29.22766704
E02001815,89.4,16.09176301
E02001816,87.2,39.43120286
E02001817,87,29.84691102
E02001818,87.8,27.47849582
E02001819,90.8,12.35733551
E02001820,88.7,27.1603837
E02001821,90.6,17.98871322
E02001822,88.9,24.24622498
E02001823,88.6,30.4231015
E02001824,88.9,28.59023358
E02001825,89,30.82907929
E02001826,86.5,42.31839096
E02001827,89.5,13.38696167
E02001828,88.5,12.55663942
E02001829,88.9,5.984081182
E02001830,89.7,8.740283771
E02001831,80.5,26.30529126
E02001832,88.1,10.41234176
E02001833,83.4,16.40357597
E02001834,74.8,38.33092363
E02001835,86.2,16.01593008
E02001836,86.3,12.99030631
E02001837,67.8,61.66285214
E02001838,89.5,9.549322914
E02001839,76.8,27.95074428
E02001840,67.3,55.87451635
E02001841,88.8,7.957626742
E02001842,72.8,22.48216767
E02001843,76.3,23.85383078
E02001844,82.6,23.51272132
E02001845,75.1,23.3713448
E02001846,68.1,43.00487174
E02001847,84.7,18.88048457
E02001848,63.9,47.68990814
E02001849,64.1,48.66268514
E02001850,67.9,27.58547709
E02001851,74.7,31.92557818
E02001852,63,40.47747588
E02001854,73.2,34.82904445
E02001855,71.4,54.85841137
E02001856,58.3,42.55645947
E02001857,59.3,53.04744082
E02001858,59.1,39.82689558
E02001859,54,42.69027757
E02001860,51,45.00746323
E02001861,55.3,49.57467238
E02001862,53.1,44.28300113
E02001863,58,58.43435153
E02001864,60.6,56.57795219
E02001865,55.5,50.21739628
E02001866,59.9,59.79944569
E02001867,57.6,56.75268438
E02001868,69.1,29.18570304
E02001869,54.7,56.24765338
E02001870,58.6,43.04602522
E02001871,70.7,51.06661775
E02001872,72.4,49.92059077
E02001873,48.6,52.65242927
E02001874,55.8,57.38055794
E02001875,56.3,48.64709733
E02001876,50.6,38.50601112
E02001877,55.5,53.62958796
E02001878,56.4,51.10469892
E02001879,52.8,48.38134434
E02001880,63.7,56.86835994
E02001881,57.8,55.48702705
E02001882,67,42.66767521
E02001883,69.1,52.32582327
E02001884,55.7,50.31670372
E02001886,62,30.68506635
E02001888,70.2,49.52672967
E02001889,58.9,46.99277109
E02001890,62.6,25.17927943
E02001892,62.2,50.99087276
E02001893,74.2,33.04537233
E02001895,72.5,50.08355606
E02001896,59,49.49154634
E02001897,55.3,68.44482873
E02001898,82.6,20.89575528
E02001899,84.3,15.44718639
E02001900,63.9,33.80861088
E02001901,79.1,16.51791227
E02001902,78.1,27.66840503
E02001903,57.4,57.53814578
E02001904,62.1,42.87594918
E02001905,65.2,14.78592518
E02001906,77.8,27.80691422
E02001907,78.8,26.92113466
E02001908,59.5,51.57052346
E02001909,57.4,58.06834857
E02001910,58.1,57.33774128
E02001911,66.3,48.57036842
E02001913,65.2,30.00844867
E02001914,71.3,34.21550301
E02001915,69.1,32.04201988
E02001916,64.7,43.77878101
E02001918,72.4,37.02761852
E02001919,72.8,30.4203248
E02001920,71.6,45.96022714
E02001921,71.4,40.58383906
E02001922,61.6,17.06845727
E02001923,67.2,33.81660763
E02001924,73.1,33.78644091
E02001925,72.8,22.2170211
E02001926,72.4,27.77746684
E02001927,69.5,45.33066371
E02001928,75.2,39.98599461
E02001929,69.2,49.78923883
E02001930,79.7,23.15823336
E02001931,77.4,24.3385338
E02001932,70,46.09453921
E02001933,76.8,38.19408668
E02001934,78.5,20.02554623
E02001935,76.2,27.29329244
E02001936,84.7,20.04409917
E02001937,73.4,47.27721636
E02001938,80.9,24.82313014
E02001939,80.1,38.32352796
E02001941,72.6,49.34359064
E02001942,80,29.40933561
E02001943,78.1,32.8654993
E02001944,80.1,29.70629209
E02001945,71.4,50.82705946
E02001946,84.6,23.92342461
E02001947,69.8,62.73119129
E02001948,81.7,26.54300707
E02001949,78.7,41.06218504
E02001950,82.7,25.66135426
E02001951,72.9,57.78584499
E02001952,73.7,53.20501536
E02001953,83.2,24.57964894
E02001954,69.6,59.23762392
E02001955,78,38.90460009
E02001956,80.8,28.83647448
E02001957,83.7,21.74433287
E02001958,75.4,29.34162793
E02001959,79.6,19.37657792
E02001961,70.8,45.04767836
E02001962,64.1,37.15013203
E02001963,84.2,20.85058347
E02001964,67.1,56.78659797
E02001965,81.5,17.98943517
E02001966,54.4,39.91662731
E02001967,85,13.23241955
E02001968,69.4,28.05006911
E02001969,72.6,35.82668976
E02001970,80.1,22.24456592
E02001971,83.6,16.41397916
E02001972,55.5,47.63947791
E02001973,66.9,33.70321652
E02001974,84,13.08253146
E02001975,80.6,18.0030587
E02001976,78.7,26.93344423
E02001977,58.6,35.08300637
E02001978,73.3,20.58928571
E02001979,89.6,9.624419322
E02001980,90.3,5.950085865
E02001981,51.5,39.72348176
E02001982,86.4,12.06436799
E02001983,82.5,16.46418358
E02001984,74.1,20.51565822
E02001985,47.3,25.4620864
E02001986,77.3,36.25015359
E02001987,69.9,18.90210854
E02001988,52,26.73446515
E02001989,77,17.68335308
E02001990,86.1,9.596858683
E02001991,84.8,11.83147355
E02001992,72.3,35.39983312
E02001993,72.4,30.36457778
E02001994,73.9,15.77529932
E02001995,66.2,21.88841032
E02001996,70.5,54.45452774
E02001997,88.1,8.335447061
E02001998,87.6,6.704548197
E02001999,66.8,11.57470566
E02002000,82.2,31.79934976
E02002001,85.6,25.197642
E02002002,91.8,8.157939084
E02002003,85.1,22.16848579
E02002004,83,33.84899041
E02002005,73.9,47.10086801
E02002006,84.1,29.82031974
E02002007,89,20.11202327
E02002008,86.8,10.13767295
E02002009,68.4,46.01217738
E02002010,68.7,44.09008745
E02002011,90.9,10.66434216
E02002012,77.9,42.32734087
E02002013,92.3,9.607706809
E02002014,72.2,36.96422882
E02002015,86.8,21.13997379
E02002016,80.3,44.28763201
E02002017,78,32.59505728
E02002018,91.1,10.32851281
E02002019,80.8,35.81034703
E02002020,90.3,12.86522466
E02002021,74.1,42.54788687
E02002022,83.5,32.17834678
E02002023,89.3,15.41241102
E02002024,85,25.29900936
E02002025,80.6,24.01740135
E02002026,89.4,14.64791744
E02002027,92.4,6.96325722
E02002028,90.9,14.99835953
E02002029,86.6,10.74369101
E02002030,84,26.67061634
E02002031,78.8,25.12139502
E02002032,80.7,27.3004763
E02002033,85.7,14.91909586
E02002034,84.7,23.3622697
E02002035,89.3,10.66660438
E02002036,76,38.45190253
E02002037,88.7,16.4123473
E02002038,85,23.74317937
E02002039,85.1,13.314165
E02002040,91.6,7.304851149
E02002041,89.8,14.03861664
E02002042,90.2,8.792569298
E02002043,80.1,35.08991157
E02002044,76.7,28.85156815
E02002045,81.1,30.64159957
E02002046,74.6,56.84089011
E02002047,80.3,38.12934425
E02002048,85,15.81894948
E02002049,81.2,32.35845861
E02002051,76.2,50.90994499
E02002052,73.3,39.02860963
E02002053,75,21.02587685
E02002054,76.2,22.48337017
E02002055,73.7,36.73448868
E02002056,75,51.18393434
E02002057,76.8,39.93831101
E02002058,74.3,30.95770431
E02002059,71.4,37.25853996
E02002060,69.3,45.65867931
E02002061,67,42.4913213
E02002062,65.6,48.40274211
E02002063,71,28.67592697
E02002064,78.2,28.38045013
E02002065,65.4,38.48266558
E02002066,66,39.58755295
E02002067,82.5,27.84405946
E02002068,57.7,42.87401384
E02002069,77.1,37.74164219
E02002070,62.2,43.31685108
E02002071,78.6,35.73120776
E02002072,77.8,29.34212785
E02002073,72.5,38.4549029
E02002074,77.8,32.48850123
E02002075,79,32.40994266
E02002076,70.3,22.88776336
E02002077,80.2,32.58313412
E02002078,81.5,18.20114759
E02002079,78.1,30.55259309
E02002080,79.9,34.9059854
E02002081,84.4,16.60953311
E02002082,73.9,44.55660062
E02002083,87,10.79042266
E02002084,74.4,43.05907743
E02002085,75.3,39.58939524
E02002086,75.3,50.10260779
E02002087,75.1,46.50955339
E02002088,75,47.57869332
E02002089,82.8,21.66550128
E02002090,81.2,15.85040221
E02002091,83.2,14.69971413
E02002092,81.8,22.96496291
E02002093,84.2,17.90876073
E02002094,89.7,5.080820964
E02002095,85.2,12.59325929
E02002096,83.5,9.765861892
E02002097,89.4,13.21342419
E02002098,85.2,12.46481553
E02002099,81.9,4.882825041
E02002101,85.6,16.94610721
E02002102,83.2,10.61150651
E02002103,89.4,9.914001315
E02002104,87.7,4.128407601
E02002105,92.1,4.965307375
E02002106,90.8,4.842334168
E02002107,85.9,4.263949356
E02002108,90.4,4.410787805
E02002109,86.4,5.719586006
E02002110,86.2,21.63192775
E02002111,84.3,35.31977217
E02002112,88.9,18.87057167
E02002113,84.4,24.91733486
E02002114,90,18.8055341
E02002115,83.7,35.74110372
E02002116,89.7,14.11813312
E02002117,86.1,29.10017928
E02002118,80.9,43.57975122
E02002119,86.8,22.5392874
E02002120,86,20.53124479
E02002121,78.1,51.47410698
E02002122,70,55.52079396
E02002123,83.3,31.14328294
E02002124,87.1,21.31918551
E02002125,82.9,28.82345258
E02002126,76.5,53.91636679
E02002127,68.7,50.26261064
E02002128,85.8,27.53626661
E02002129,85.9,24.97848639
E02002130,76,41.25240836
E02002131,90.3,9.269684607
E02002132,79.1,36.91561414
E02002133,78.2,34.05098995
E02002134,76.1,41.41561144
E02002135,67.6,44.89034777
E02002136,76.8,34.94339004
E02002137,91.1,4.970100736
E02002138,78.8,20.91175981
E02002139,65.4,45.63119882
E02002140,68.3,45.58534644
E02002141,88.6,7.391228459
E02002142,70.8,41.33299113
E02002143,68.7,41.39817803
E02002144,87.3,8.433906777
E02002145,72.6,43.63333251
E02002146,77.2,29.81975262
E02002147,75.4,38.28356214
E02002148,85.6,12.77796932
E02002149,79.7,27.7984449
E02002150,76.6,25.82034962
E02002151,73.8,33.72533971
E02002152,72.5,45.81085419
E02002153,82.5,31.88416549
E02002154,72.7,34.03238801
E02002155,65.1,50.80121819
E02002156,82.6,23.87852593
E02002157,84.1,14.20970004
E02002158,82.2,31.04390178
E02002159,63.3,42.59275687
E02002160,81.6,24.7874581
E02002161,57.3,39.7819207
E02002162,86.6,13.92190083
E02002163,62.1,38.71889064
E02002164,45.4,39.76326938
E02002165,64.8,35.9785234
E02002166,69.4,44.72558832
E02002167,85.2,16.39389315
E02002168,56.2,42.76227926
E02002169,86.9,12.88354081
E02002170,78.2,37.78102899
E02002171,75.3,37.41082901
E02002174,81.7,17.3111552
E02002175,68.8,49.73198909
E02002176,82.4,25.56360735
E02002177,68.6,40.73685951
E02002178,79.7,18.54243325
E02002179,84.9,14.79730449
E02002180,79.1,24.86507832
E02002181,77.5,39.43717557
E02002182,79.5,31.60659896
E02002183,93.5,7.093616448
E02002184,92.2,7.868931377
E02002185,92.7,6.734071272
E02002186,90.1,13.51127644
E02002187,94.1,5.036653384
E02002188,85.6,12.73653532
E02002189,73.3,34.11946274
E02002190,68.7,44.76426904
E02002191,71.5,49.52662548
E02002192,90.7,7.552269903
E02002193,74.5,51.27033786
E02002194,81.7,30.70943959
E02002195,91.2,10.16044778
E02002196,86,20.27593036
E02002197,85.2,22.01840503
E02002198,86.5,20.2316893
E02002199,88.6,15.27187749
E02002200,87.3,20.8414275
E02002201,84.2,25.00783726
E02002202,80.1,32.05478944
E02002203,79.7,39.56305405
E02002204,88.2,13.71176178
E02002205,87.5,18.73655454
E02002206,82.1,27.24843027
E02002207,67.6,34.13422256
E02002208,78.2,39.31940196
E02002209,67.3,52.86665208
E02002210,76.8,28.04916473
E02002211,68.1,32.67211372
E02002212,64.2,38.85073266
E02002213,86.6,18.31978907
E02002214,78.2,27.19480697
E02002215,67.4,44.2061734
E02002216,62.5,60.88442513
E02002217,63.7,48.87854815
E02002218,74.6,37.54326303
E02002219,60.5,46.91590529
E02002220,66.5,49.08721768
E02002221,55.9,58.14821919
E02002222,70.1,42.49987585
E02002223,56.5,52.71457675
E02002224,62.1,53.66500215
E02002225,82.7,26.89372222
E02002226,49,39.17038258
E02002227,59.3,58.92167924
E02002228,68.7,53.42603318
E02002229,81.9,29.42560693
E02002230,54.2,56.20129061
E02002231,74,35.02171224
E02002232,60.9,52.98701209
E02002233,61.5,53.63258457
E02002234,67.8,68.44731883
E02002235,62.1,49.36543111
E02002236,77.2,29.61225374
E02002237,76.8,33.05392204
E02002238,73.6,44.54048547
E02002239,76.4,33.14436766
E02002240,87.5,21.33371503
E02002241,79.7,40.4426377
E02002242,85.8,24.76451586
E02002243,82.2,37.62905111
E02002244,87.2,19.45291968
E02002245,73.9,48.2292945
E02002246,91.7,11.52054942
E02002247,86.4,17.14681167
E02002248,78.9,42.60029132
E02002249,75.5,50.63946276
E02002250,86.1,18.64070229
E02002251,72.4,39.73953272
E02002252,84.6,22.55578283
E02002253,68.3,37.34102143
E02002254,91,10.36144469
E02002255,62.4,61.5982219
E02002256,82.2,31.48178331
E02002257,64.2,45.90945595
E02002258,88,19.32889719
E02002259,82.4,20.74566677
E02002260,84.4,24.44172307
E02002261,82.8,24.55657997
E02002262,87.8,23.82887425
E02002263,85.2,26.85986671
E02002264,88.3,11.59398222
E02002265,86,22.99025967
E02002266,88.2,15.75754211
E02002267,87.6,23.63751112
E02002268,85.8,27.6797261
E02002269,89.3,15.57025321
E02002270,91.6,11.62724354
E02002271,90.1,13.09497292
E02002272,83.7,28.20781306
E02002273,87.8,19.40471246
E02002274,89.1,14.0803409
E02002275,83.7,24.3531644
E02002276,81.6,29.36985217
E02002277,76.4,28.75499879
E02002278,85.4,26.16835434
E02002279,82.9,32.59512031
E02002280,72.7,47.30702902
E02002281,80.6,31.77862568
E02002282,76.6,33.86405399
E02002283,73.5,32.78878363
E02002284,87.1,22.76300796
E02002285,89.5,14.97693704
E02002286,75.9,35.6863565
E02002287,70.8,39.66757926
E02002288,81.8,32.86185849
E02002289,73.8,48.76168048
E02002290,90.7,12.47338644
E02002291,89.3,17.55883432
E02002292,84.5,17.83136629
E02002293,63.8,44.68724479
E02002294,74.3,32.35803733
E02002295,68.8,39.42128317
E02002296,89.9,17.19648309
E02002297,82.9,15.68371182
E02002298,84.3,29.65071858
E02002299,59.7,50.92397047
E02002300,88.3,12.71589592
E02002301,64.7,36.42735951
E02002302,89.9,11.56450699
E02002303,83.9,21.52074828
E02002304,71.4,28.40332795
E02002305,74.5,39.53658644
E02002306,90,11.53523528
E02002307,84.8,24.63286142
E02002308,85.5,20.06209498
E02002309,71.7,38.26488367
E02002310,81.1,27.72549491
E02002311,86,25.83603648
E02002312,54.4,29.01262628
E02002313,66.3,44.35166205
E02002314,86.6,19.94668464
E02002315,82.1,29.23164943
E02002316,90.4,12.91203254
E02002317,77.6,35.07648549
E02002318,81.1,33.59145869
E02002319,88,18.58933927
E02002320,86.7,20.34332714
E02002321,87.7,9.883704992
E02002322,88.7,17.89389013
E02002323,91,11.3743376
E02002324,92,12.03383599
E02002325,89.4,14.52086793
E02002326,92,6.083802657
E02002327,92.8,10.27277359
E02002328,90.4,11.5166918
E02002329,88.6,10.64671746
E02002330,92.5,5.014984198
E02002331,83.9,17.98352917
E02002332,89.3,16.66247813
E02002333,91.1,11.62413153
E02002334,92.3,8.713864563
E02002335,92.8,6.543192859
E02002336,92.8,5.993306342
E02002337,92.7,5.780117599
E02002338,90.8,12.81413173
E02002339,85.6,26.09443837
E02002340,88.8,17.37502784
E02002341,89.5,5.04797815
E02002342,88.8,14.99559118
E02002343,90,9.381453826
E02002344,84.7,8.511035575
E02002345,88.1,5.838066558
E02002346,83.2,26.80359314
E02002347,79.4,36.84563322
E02002348,83.6,22.56624674
E02002349,82.9,11.76877147
E02002350,91.8,6.250793416
E02002351,92.2,7.723732172
E02002352,82.4,9.560306493
E02002353,84.8,10.73327214
E02002354,82.4,20.22358393
E02002356,89.6,8.705011101
E02002357,85.5,15.72888669
E02002358,82,26.80374559
E02002359,91.3,10.13984402
E02002360,82.6,16.47546624
E02002361,82.6,20.91423496
E02002362,77.4,41.84252157
E02002363,82.9,12.65714221
E02002364,76,57.64462583
E02002366,75.2,20.05097784
E02002367,66.6,48.97846017
E02002368,89.7,9.931448131
E02002369,71.1,52.60673958
E02002370,77.1,42.76160492
E02002371,58.1,41.68507759
E02002373,73.3,16.58000703
E02002374,73.2,25.64887066
E02002375,70.9,48.27038109
E02002376,63.4,53.44363758
E02002377,47.5,52.3388289
E02002379,72.4,61.16443142
E02002380,83.6,26.40561717
E02002381,84.3,25.80980183
E02002382,38.1,61.43623915
E02002383,69.4,24.29594849
E02002384,51.1,33.61175212
E02002385,65.9,32.50755386
E02002386,89.4,16.19668018
E02002387,76.2,50.73327449
E02002388,73.4,41.43874947
E02002389,67.9,52.52750473
E02002390,80.5,33.48251441
E02002391,86.8,20.8507009
E02002392,51.2,23.37978654
E02002393,52.6,58.30679968
E02002394,54.2,63.25589062
E02002395,82.6,18.18576111
E02002396,77,33.77789508
E02002397,83.3,28.13990883
E02002398,89.2,16.82382351
E02002399,71.7,46.87445484
E02002400,63.2,61.28821703
E02002401,70.2,60.130903
E02002402,90.2,9.262315445
E02002403,89.1,14.70918982
E02002404,66.1,46.63187914
E02002405,85.1,19.85619948
E02002406,92.7,6.887493685
E02002407,71.5,56.44571914
E02002408,86.9,21.04297727
E02002409,80.7,35.10760482
E02002410,81.2,29.18241077
E02002411,62.9,48.12913566
E02002412,83.4,22.32777678
E02002414,63,56.45438665
E02002415,51.6,68.38500403
E02002416,86.8,18.38067378
E02002417,88.8,17.84168641
E02002418,89,15.97203458
E02002419,72.9,46.72071684
E02002420,69,30.14583319
E02002421,69.9,64.24993382
E02002422,87.8,12.91342837
E02002423,74.9,42.05632091
E02002424,86.8,18.65041136
E02002425,89.3,19.17495103
E02002426,88.8,15.1984067
E02002427,86.2,23.14740528
E02002428,78.4,27.8754045
E02002429,87,19.25626764
E02002430,68.9,56.63631339
E02002431,83.7,27.39926102
E02002432,89.3,18.04992721
E02002433,82.9,31.85649408
E02002434,83.9,16.15655194
E02002435,86.2,18.12871119
E02002436,86.1,26.48277341
E02002437,90.3,8.652511526
E02002438,79.5,47.03505104
E02002439,82.2,36.87639874
E02002440,83,37.11413224
E02002441,82.8,34.79051446
E02002442,86.7,18.18757161
E02002443,88.6,12.24539617
E02002444,87.8,18.73854905
E02002445,88.9,18.07042839
E02002446,90.1,12.25337755
E02002447,81.9,30.79633397
E02002448,81.2,41.26619375
E02002449,88.1,18.39047455
E02002450,84.4,17.44772955
E02002451,91.2,13.42467586
E02002452,84.8,39.27564297
E02002453,78.2,36.56822852
E02002454,65.2,35.08143631
E02002455,82.1,41.54026087
E02002456,73.8,25.25473563
E02002457,72.6,40.96494933
E02002458,88.2,17.4424231
E02002459,79.5,28.11857736
E02002460,91,14.64534899
E02002461,86.3,21.91884333
E02002462,88.5,18.99231576
E02002463,77.5,46.49447455
E02002464,84.2,38.79802942
E02002465,83.2,23.07116465
E02002466,88.8,18.88154435
E02002467,68.1,38.78983754
E02002468,89.8,15.02582535
E02002469,88.1,16.04785756
E02002470,92.6,6.613902108
E02002471,90.3,11.95393887
E02002472,88.4,11.85332047
E02002473,88.1,13.34738523
E02002474,85.7,27.47417018
E02002475,91.2,10.54841375
E02002476,80.6,52.0715035
E02002477,81.8,30.50449489
E02002478,82,27.99561603
E02002479,84.1,33.99615573
E02002480,77.5,34.70309573
E02002481,79.5,32.35268297
E02002482,79.6,41.46226274
E02002483,87.1,18.05451357
E02002484,79.3,52.06157485
E02002485,78.8,47.08291966
E02002487,74.7,51.31361064
E02002488,87.6,16.5793789
E02002489,76.1,49.45769623
E02002490,77.5,45.73174988
E02002491,81.1,40.82187567
E02002492,83.6,32.93599617
E02002493,90.1,13.55128019
E02002494,76.8,51.78348584
E02002496,53.2,54.39429542
E02002497,65.9,70.76553701
E02002498,46.1,63.1341572
E02002499,78.3,62.50020267
E02002500,75,39.6834634
E02002501,76.9,53.90538423
E02002502,78,64.78184729
E02002503,78.3,42.85709237
E02002504,79.2,20.89506645
E02002505,76.6,63.14180131
E02002506,76.4,58.35450189
E02002507,87.8,10.92836656
E02002508,88.6,12.86259447
E02002509,83.8,31.55561569
E02002510,91.7,11.9945486
E02002512,92.1,8.627643617
E02002513,85.3,41.9556415
E02002514,88.1,29.01413957
E02002515,80.2,46.75027649
E02002516,84,30.51300483
E02002517,83.5,36.34297967
E02002518,90.4,12.50250889
E02002519,85.5,44.94948994
E02002520,90.8,14.7461079
E02002521,87.2,22.45149798
E02002523,73.3,68.06170605
E02002524,88.2,25.66150804
E02002525,84.9,31.95416647
E02002526,87.9,26.72812799
E02002527,83.1,42.13697951
E02002529,85.8,29.72066104
E02002530,86.8,34.00890281
E02002532,86.3,33.26492636
E02002533,90,8.562634492
E02002534,92.4,7.42406369
E02002535,91.7,10.80372376
E02002536,87.3,25.27092425
E02002537,81.3,41.74333839
E02002538,86.3,26.28315144
E02002539,90.9,9.751659328
E02002540,92.4,10.48039296
E02002541,86.4,23.51666699
E02002542,79.2,44.19608192
E02002543,80.9,45.304902
E02002544,78.3,44.51332212
E02002545,90.4,14.64963486
E02002546,78.9,46.72548236
E02002547,90.6,15.41045502
E02002548,70.1,57.69247279
E02002549,91.6,12.44411984
E02002550,85.7,23.50130048
E02002551,62.5,41.3435823
E02002552,84,29.10977703
E02002553,83.7,27.66014959
E02002554,82.3,42.13091437
E02002555,89.7,8.292847929
E02002556,89.6,8.420714369
E02002557,88.8,6.485277319
E02002558,89.9,7.881856324
E02002559,89.9,13.21929018
E02002560,88.1,15.87909394
E02002561,89.5,17.17695339
E02002562,79.9,41.12394707
E02002563,87.2,28.70540789
E02002564,86.8,29.27627605
E02002565,83.1,23.7073491
E02002566,72.6,48.6883504
E02002567,81.2,36.90817265
E02002568,90.2,8.448506285
E02002569,93.2,5.072170041
E02002570,78.6,42.41819872
E02002571,79.6,31.16300544
E02002572,77.7,40.26171959
E02002573,91,10.70549014
E02002574,90.4,9.357961665
E02002575,88.3,8.385379233
E02002576,83.9,29.37594765
E02002577,79.1,45.00843183
E02002578,81.8,29.16937733
E02002579,80.2,38.2543738
E02002580,71.5,56.19841047
E02002581,83.9,22.17646119
E02002582,83.5,10.42192003
E02002583,75,60.14430547
E02002584,82.2,26.95923166
E02002585,79.4,31.57224172
E02002586,74.7,53.67504114
E02002587,76.3,39.40002073
E02002588,77.4,47.12944507
E02002589,89.4,12.13140603
E02002590,85,9.795960492
E02002591,87.9,13.94713037
E02002592,86.6,22.11284839
E02002593,84.8,17.49897962
E02002594,79.9,27.35715889
E02002595,72.9,40.84077948
E02002596,84.9,14.82760979
E02002597,75.7,41.32744119
E02002598,87.4,6.652766194
E02002599,86.5,11.92266649
E02002600,76.8,32.9511196
E02002601,86,11.92836754
E02002602,70,39.61206435
E02002603,86.1,9.268013133
E02002604,89.6,9.156080352
E02002605,85.2,15.34201995
E02002606,72.3,32.14432414
E02002607,74.2,29.24139036
E02002608,91.1,10.14076787
E02002609,79.9,34.38746708
E02002610,89.7,6.617797387
E02002611,90.6,5.461087312
E02002612,88.5,9.768185804
E02002613,88.8,6.373638682
E02002614,91.8,4.466986505
E02002615,79.8,25.80051001
E02002616,79.9,20.82874049
E02002617,74.6,43.68991008
E02002618,75.3,34.58027635
E02002619,71.1,45.14383064
E02002620,69.3,51.44381291
E02002621,71.7,45.03859713
E02002622,68.3,57.21346106
E02002623,70.7,53.69752372
E02002624,88.7,10.9115725
E02002625,75.3,38.58879832
E02002626,80.2,40.90800417
E02002627,85.9,14.14913355
E02002628,80.6,36.53682529
E02002629,77.2,48.0671624
E02002630,81.1,41.02705266
E02002631,86.2,19.55864863
E02002632,89.9,9.680584792
E02002633,87.6,24.48981682
E02002634,87.3,31.81382167
E02002635,86.8,26.27963717
E02002636,84.5,31.3961621
E02002637,83.9,28.2825661
E02002638,68.6,72.92156284
E02002639,76.1,71.75622697
E02002640,71.3,75.21254364
E02002641,82.7,33.1338581
E02002642,68.6,82.7079816
E02002643,71.5,58.31361273
E02002644,84.7,27.39547464
E02002645,69.6,86.9033037
E02002646,81.9,48.21733252
E02002647,77.7,52.03134608
E02002648,80.8,42.3921583
E02002649,83.7,41.14198523
E02002650,85.9,26.50487293
E02002651,86.9,28.56481556
E02002652,85.1,29.5035908
E02002653,78.7,62.63858241
E02002654,71.9,66.98898927
E02002655,82.1,54.29110315
E02002656,90.3,18.71182276
E02002657,88.5,24.33691373
E02002658,90.2,18.7126616
E02002659,76.2,59.85524391
E02002660,82.1,45.4316379
E02002661,82.5,39.31567953
E02002662,86.2,33.07978945
E02002663,71.9,17.5840672
E02002664,91,10.53856151
E02002665,84.9,17.40977089
E02002666,51.3,39.00738489
E02002667,83.2,29.87523844
E02002668,76.8,63.64588732
E02002669,66.4,30.28443659
E02002670,85,32.09759945
E02002671,77.8,34.33757182
E02002672,74.5,57.11802712
E02002673,79.5,36.28423429
E02002674,86.5,22.80503808
E02002675,61.4,63.36359854
E02002676,74.9,34.53793954
E02002677,78.7,42.00466889
E02002678,75.3,36.56723466
E02002679,86.6,23.68407376
E02002680,66.8,58.79059665
E02002681,58.8,69.25964017
E02002682,75.4,52.56541455
E02002684,90.5,20.41366646
E02002685,90.4,16.91801739
E02002686,81.7,49.94369744
E02002687,84.4,39.23716661
E02002688,81.4,56.14618963
E02002689,90.4,21.98480053
E02002691,92,12.30593781
E02002692,91.7,5.966343007
E02002693,90.9,14.70289968
E02002694,90.7,10.18478138
E02002695,90.3,21.01703062
E02002696,92.5,9.336392173
E02002697,92.1,9.957214883
E02002698,91.8,9.186287007
E02002699,94,4.770691064
E02002700,87.3,28.93876187
E02002701,93.3,12.87745611
E02002702,91.3,10.77857526
E02002703,93.1,6.207015081
